ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
0,549.0,0.4241133394834898,8.608989974566663,20.298795565004394,6301.780661382797,15.206
1,255.0,0.40398534336783376,5.726350915737732,14.17465016923601,1946.9593113508288,15.206
2,252.0,0.38112261510694745,5.529141366583405,14.507513192393118,1857.7914991720238,15.206
3,304.0,0.605334858135169,7.653493138300338,12.64340395310812,3102.2158853910705,15.206
4,384.0,0.33589825609138213,6.407587572219372,19.07597749026767,3280.6848369763184,15.206
5,169.0,0.31826498313221085,4.137736640259976,13.00091703315383,932.3699896052477,15.206
6,228.0,0.6047280984438299,6.624796792265965,10.95500078351545,2013.9382248488532,15.206
7,127.0,0.46492332543093284,4.335284388810949,9.324729803118865,734.1081565053207,15.206
8,317.0,0.4497037546791201,6.736246199253847,14.97929721325187,2847.186726884626,15.206
9,227.0,0.5385846607494683,6.238281703194737,11.582731848533982,1888.119928833607,15.206
10,214.0,0.3798953970565736,5.087026102562117,13.390596837909468,1451.498114597724,15.206
11,649.0,0.3197004866945344,8.126790434770863,25.420012708757,7032.382656221719,15.206
12,385.0,0.4802953095119511,7.672017788206874,15.973543018778894,3938.302464612862,15.206
13,101.0,0.6888464943719791,4.705946405494482,6.831632945718756,633.7341159399235,15.206
14,247.0,0.39319220632867713,5.560015351766053,14.140705899745953,1831.0983891816197,15.206
15,211.0,0.6751767901890785,6.734029949995306,9.973728433569953,1894.507092598679,15.206
16,62.0,0.5171209368334935,3.194603544400607,6.17767202380597,264.0872263371168,15.206
17,127.0,0.3540724704794948,3.7833193769428166,10.685155419791151,640.6420811623169,15.206
18,121.0,0.6764918972635348,5.104451108345312,7.545472649403839,823.5181121463769,15.206
19,139.0,0.8400919420653938,6.096714713214238,7.2571993706132485,1129.924460182372,15.206
20,319.0,0.46711720415050817,6.8870515958541185,14.743733552650454,2929.2926121032847,15.206
21,387.0,0.653338214483114,8.971180129261985,13.731295568497396,4629.128946699184,15.206
22,66.0,0.42563705936825325,2.990313685706801,7.025501233715737,263.14760434219846,15.206
23,125.0,0.5738438614693132,4.778338809559814,8.326897141192719,796.3898015933021,15.206
24,234.0,0.47928181585141477,5.974870108993844,12.466298347622166,1864.1594740060796,15.206
