ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
0,80.0,0.7717151394563895,4.433008533325164,5.744358645662773,472.85424355468405,20.359
1,768.0,0.42850882507569965,10.234946078023157,23.8850298502372,10480.584783895712,20.359
2,582.0,0.4646483502099266,9.277880099462925,19.967530488962694,7199.634957183229,20.359
3,1455.0,0.2932340079473057,11.653697171975677,39.74197008578164,22608.172513632813,20.359
4,1955.0,0.2057294822386614,11.314795552225204,54.9984155362779,29493.9004061337,20.359
5,537.0,0.4174583590740705,8.447316906800244,20.235112612277145,6048.278905268974,20.359
6,463.0,0.43469312433002166,8.003997505294418,18.412983912802204,4941.134459935087,20.359
7,214.0,0.6418945191731067,6.612471056024215,10.301491691411307,1886.7584079855758,20.359
8,81.0,0.45656284033367955,3.4309773717020198,7.514797676469871,370.5455561438181,20.359
9,66.0,0.6466194597300471,3.685712169668042,5.69997100181112,324.3426709307877,20.359
10,754.0,0.2655118468042849,7.98275293902341,30.065524514646935,8025.327621364868,20.359
11,1287.0,0.48675778889308147,14.121173594399238,29.01067824001686,24231.933887989093,20.359
12,63.0,0.6753993135949659,3.6802358014478513,5.448977704550753,309.13980732161946,20.359
13,78.0,0.72800902746296,4.251485941697979,5.839880799986765,442.15453793658975,20.359
14,412.0,0.3391371709689355,6.669009993111993,19.664638865914423,3663.5094895495213,20.359
15,270.0,0.7393806475155246,7.971517160141744,10.781344070781037,2869.746177651027,20.359
16,2248.0,0.2142577924593158,12.382020824538111,57.790294030445885,37113.043751415564,20.359
17,530.0,0.3686213770028658,7.885936161046958,21.393051659577655,5572.728220473184,20.359
18,245.0,0.26975990034117014,4.586662684105341,17.002759410514706,1498.309810141078,20.359
19,381.0,0.5137975151462303,7.893753333129805,15.36354906442704,4010.02669322994,20.359
20,893.0,0.21542756783547673,7.825307857619109,36.324542565486986,9317.33322247182,20.359
21,645.0,0.37973384307947944,8.82967204708883,23.252265258961266,7593.517960496392,20.359
22,1956.0,0.5378752683756577,18.29996574410244,34.022694144995626,47726.310660619165,20.359
23,61.0,0.6809320604673296,3.63615068535962,5.339961057001926,295.7402557425824,20.359
24,24.0,0.7401708774776172,2.3779169427032065,3.2126594210336443,76.09334216650261,20.359
25,360.0,0.7324991293154359,9.16178024259281,12.507564686329443,4397.654516444548,20.359
26,219.0,0.5112798162135876,5.9700290621936345,11.676637474966643,1743.2484861605408,20.359
27,153.0,0.724987387840908,5.94204593511136,8.196068007206891,1212.1773707627176,20.359
28,299.0,0.4106557646175502,6.251721452459543,15.223751840624624,2492.3529523805378,20.359
29,221.0,0.6710646580115032,6.870737936779929,10.238563236423865,2024.5774453711522,20.359
30,499.0,0.20894724756212993,5.760944134459996,27.571285105093306,3832.9481641273846,20.359
31,122.0,0.4750273634421513,4.295011121168115,9.04160781401209,698.65514237668,20.359
32,605.0,0.37557251469317143,8.504516968380674,22.644140973224683,6860.310354493744,20.359
33,148.0,0.30496678050446124,3.7903750865115438,12.428813001342933,747.9673504049445,20.359
